,날짜,기업명,제목+내용,조회수,공감수,비공감수,페이지,전날_대비_상승_하락
7872,2023-02-06,마인즈랩,단일화 확정  마인즈랩이 AI후보로 단일 확정,167,1,0,28,1
7873,2023-02-06,마인즈랩,내일 단일가 들어가는건가요?  오늘 상승이면 무조건 단일가인가요?,289,0,1,28,1
7874,2023-02-06,마인즈랩,★★단일가 맞아 아니야? 머리좋으놈들이 없네.?''  누구말이 맞는거여아무튼 주식시강 믿을놈 하나없네..,157,1,0,28,1
7875,2023-02-06,마인즈랩,거매량조건 미충족   단일가  없다낼은 얼추  천만주 미만이면단일가  나가리고,123,0,0,28,1
7876,2023-02-06,마인즈랩,전세계로 나가는가?  회사에서 열심히  찌라기 날리며 빨아주니잘가는구나.,150,1,0,28,1
7877,2023-02-06,마인즈랩,2차상승 갑니까  올라타도 됩니까 기갸조정 필요한것 아닙니까,117,0,2,28,1
7878,2023-02-06,마인즈랩,동시호가 서로팔라는거보니까 내일단일가네.  동시호가 서로팔라는거보니까 내일단일가네.,172,1,0,29,1
7879,2023-02-06,마인즈랩,동호가 500원  빼버리네,157,1,0,29,1
7880,2023-02-06,마인즈랩,경고나 단일가 주의공시피했다  절묘한 드리불내일은 그냥 상한가 갈라나좋군,262,2,0,29,1
7881,2023-02-06,마인즈랩,★100개중에 95개는 단일가에 하락인데 어카나?  형님들? ㅋㅋㅋㅋㅋㅋ,158,0,2,29,1
7882,2023-02-06,마인즈랩,장후  점상뉴스  나온다,131,0,0,29,1
7883,2023-02-06,마인즈랩,"오늘 진-퉁 세력 입성이요...  오늘 입성한 세력왈 -> 그동안 코난이나 셀바스나 테마로 올라갔고, 요놈이 진퉁이네!",115,0,0,29,1
7884,2023-02-06,마인즈랩,진짜대박이다 -2프로대부터 움직여서  와~몇번을 천당과지옥을 가게만들고 결국.... 내일부터진짜기대된다~갭뜨겟네~,125,0,0,29,1
7885,2023-02-06,마인즈랩,거래량조건 미충족    단일가  나가리  축,186,3,0,29,1
7886,2023-02-06,마인즈랩,단일가?  맞나?,121,0,1,29,1
7887,2023-02-06,마인즈랩,시총 1600억. 공모가 30000원  ai 대장만 된다면 2배 충분 오늘 관심은 충분히 받았다 ai 테마 다시 가면 ...? 공모가 뚫으면 5만 금방,192,3,0,29,1
7888,2023-02-06,마인즈랩,"목표가   38,000",132,0,0,29,1
7889,2023-02-06,마인즈랩,5주  보초병 남기고 전량 익절,112,0,0,29,1
7890,2023-02-06,마인즈랩,오 여기 물량 엄청 많을텐데 ㅋㅋ  여기 소화 하면 날아갈수 있을듯 ,126,0,0,29,1
7891,2023-02-06,마인즈랩,29층 신용 1억 탈출 쏴리 ㅈㅣㄹ러...카악 퇘  계잡주..,130,1,0,29,1
7892,2023-02-06,마인즈랩,쥐포가 쩐좀 있어보이긴 하는데  양아치네,104,0,1,29,1
7893,2023-02-06,마인즈랩,마인즈랩이냐? 멘붕이냐...  ㅡㅡ;,89,0,0,29,1
7894,2023-02-06,마인즈랩,★경고야 단일가야???먼데?  먼데?,111,0,0,29,1
7895,2023-02-06,마인즈랩,이걸 또 살려주네  아 팔지말걸 낼까지 들고가라 크게간다나는 비록 털렸지만,106,0,1,29,1
7896,2023-02-06,마인즈랩,시총이 깡패   아님 말고ㅋ,110,0,1,29,1
7897,2023-02-06,마인즈랩,무자게 강한 형이구만  부럽군,102,0,1,29,1
7898,2023-02-06,마인즈랩,네일이   기대된다캬,104,0,0,30,1
7899,2023-02-06,마인즈랩,폭포수  간드아,96,0,0,30,1
7900,2023-02-06,마인즈랩,단일가 멀마?  ..,123,0,0,30,1
7901,2023-02-06,마인즈랩,후퇴  내일 먹자,100,0,0,30,1
7902,2023-02-06,마인즈랩,몰빵한거 익절합니다  매수가는 지난글보기 하면 나옴,160,1,0,30,1
7903,2023-02-06,마인즈랩,마인즈랩털려서  화나네ㅋㅋㄱ,110,0,0,30,1
7904,2023-02-06,마인즈랩,모건물량 아직 안나왓네  흠 ,98,0,0,30,1
7905,2023-02-06,마인즈랩,단일가 기준좀  알려주소,112,0,0,30,1
7906,2023-02-06,마인즈랩,알멕스 이슈 시총 50% 이상 올라가야 한다고 본다  반박은 안 받는다. 끝,116,1,0,30,1
7907,2023-02-06,마인즈랩,"▲ 일본 키오스크 최대 점유율, 업계 1위랑 손 잡았네요  ▲ 일본 키오스크 최대 점유율, 업계 1위랑 손 잡았네요  ▲ 알멕스에서 먼저 연락 왔네요",143,2,1,30,1
7908,2023-02-06,마인즈랩,단일가 들어가나?  ..,111,0,2,30,1
7909,2023-02-06,마인즈랩,좀비 아니냐 이 정도면 ㅋㅋ  이래도 안사??하고 계속 올리는데 걍 안삼ㅋ테마 끝물,102,0,0,30,1
7910,2023-02-06,마인즈랩,이번년도 테마는   GPT AI 로봇 J.park ,112,1,0,30,1
7911,2023-02-06,마인즈랩,형님들 막판에 쫙 올려주세요 ㅜㅜ  물려서 못팔아유~~~ ㅜㅜ,91,0,0,30,1
7912,2023-02-06,마인즈랩,니가 대장 맞네  대장확정,121,6,0,30,1
7913,2023-02-06,마인즈랩,내일도 가겟네  ㅋㅋㅋㅋ,93,0,0,30,1
7914,2023-02-06,마인즈랩,2.9만에 침발라놨냐  3만 갈만하면 무너지네,90,0,0,30,1
7915,2023-02-06,마인즈랩,네일 터진다   ㅅㅅ,90,0,0,30,1
7916,2023-02-06,마인즈랩,헉!  흘러내린다~,102,1,0,31,1
7917,2023-02-06,마인즈랩,무빙이 뭐 이러냐 ㄷ  무빙 난리낫네..,125,0,0,31,1
7918,2023-02-06,마인즈랩,운전 토나오게 하네ㅋㅋㅋ  어우,122,0,0,31,1
7919,2023-02-06,마인즈랩,28000원입성 잘부탁드립니다  ㅋㅋㅋㅋㅋ 오를꺼같아서 ㅋㅋ,118,1,0,31,1
7920,2023-02-06,마인즈랩,역시..   막판 장마감전 쓸어담네요,129,0,0,31,1
7921,2023-02-06,마인즈랩,음..  차트가 이쁜데..어제 음봉을 다 잡아먹는 캔들이라기대가 되네요,93,0,0,31,1
7922,2023-02-06,마인즈랩,29층 신용 1억 태웠다...물렸당ㅜㅜ.ㅅㅂㄹ  살려줘,173,0,5,31,1
7923,2023-02-06,마인즈랩,ㅋㅋㅋ뉴스 후 패대기인가  변동성 넘 크다 .잡주도 아니고.. 후,101,0,0,31,1
7924,2023-02-06,마인즈랩,ㅌㅌㅌ  뉴스 띄우고 설겆이,126,1,1,31,1
7925,2023-02-06,마인즈랩,엔텔스 시동건다 가즈아  보릉보릉,94,0,0,31,1
7926,2023-02-06,마인즈랩,2023년 대박주  마인즈랩,118,0,0,31,1
7927,2023-02-06,마인즈랩,형들이  쩐 좀 있나보다  떡 주무르듯 주무르네 ㅋㅋ,107,1,0,31,1
7928,2023-02-06,마인즈랩,기타법인 사모펀드 물량  오늘다소화하고높이 높이 날아보자총상장물량 608만주 밖에,136,1,0,31,1
7929,2023-02-06,마인즈랩,도망쳐라  ㅌㅌ,85,0,1,31,1
7930,2023-02-06,마인즈랩,움직임  세력얼굴처럼 OOO네,105,1,0,31,1
7931,2023-02-06,마인즈랩,세력 다턴다 조심해라  ㅡ,115,1,2,31,1
7932,2023-02-06,마인즈랩,에라잇 ㄱ ㅐ똥주  퉤~~~~~~~~~~~,99,1,0,31,1
7933,2023-02-06,마인즈랩,장난질  심하네 ,126,3,0,32,1
7934,2023-02-06,마인즈랩,야 던져라   젓같은 운전수다,116,1,0,32,1
7935,2023-02-06,마인즈랩,10억 지른사람 걱정을 왜 하는데? ㅋㅋㅋㅋ  10억 한번에 지른 사람이 10억만 있어서 질렀겠냐 ㅋㅋ 한심하다 ㅋㅋㅋㅋㅋㅋㅋㅋ,141,1,0,32,1
7936,2023-02-06,마인즈랩,"기술력은 마인즈랩이 최고다 ->  일본은 이를 인정했고, 일본에서의 전시회를 통해서 전세계에 알려질 것이다. 마인즈랩의 기술력은 이것뿐만이 아니다. 앞으로 줄줄이 사탕으로 호재뉴스 나온다.",141,7,0,32,1
7937,2023-02-06,마인즈랩,야 이거 코인이냐?  ㅋㅋㅋㅋ 뭐 이러냐,121,2,0,32,1
7938,2023-02-06,마인즈랩,형들 얼른팔아 그래야 날라가지  .,92,0,0,32,1
7939,2023-02-06,마인즈랩,일본 규모 1위 엄청난 행사입니다  https://jma-hcj.com/common/exhibitor/matching/   내일부터 행사 시작,119,0,1,32,1
7940,2023-02-06,마인즈랩,너무 도둑놈들이네  이걸 대체 어떻게 하라는건지 너무 짱나네,114,1,0,32,1
7941,2023-02-06,마인즈랩,3시부터 상 갑니다  갑시다,130,1,0,32,1
7942,2023-02-06,마인즈랩,내 느낌에 이거 크게 갈것 같긴한데  너무 힘들어 ,129,0,0,32,1
7943,2023-02-06,마인즈랩,무너지는줄알고 약익절했다가 다시재진입해서 또무너지는알고 익절하고..  그런데이제진짜같아서 27000에 폴매수댕겼다~,94,0,0,32,1
7944,2023-02-06,마인즈랩,종가는 보합  더럽게 흔드네,89,0,0,32,1
7945,2023-02-06,마인즈랩,진짜 어지렵다 크게갈것같긴하다 단타그만할란다  와 대박이네 얼마나갈라고이렇게 무빙을~,107,0,0,32,1
7946,2023-02-06,마인즈랩,진정한 GPT 대장주  기사 봤지대단하네진정한 대장주앞으로10 만원 돌파시총 그래도 6천억대야,155,0,0,32,1
7947,2023-02-06,마인즈랩,32000 가나요???  안가나요??,108,0,0,32,1
7948,2023-02-06,마인즈랩,27700몰빵했다  ㄱㅈㅇ,132,2,0,32,1
7949,2023-02-06,마인즈랩,마지막에 폭풍 매수로 상 만들듯  ㅅㄱ,111,0,0,32,1
7950,2023-02-06,마인즈랩,아까 10억 사신분 괜찮나? ㅠㅠ  화이팅,153,0,0,32,1
7951,2023-02-06,마인즈랩,전량매도  어지럽다  걍 익절,111,0,0,33,1
7952,2023-02-06,마인즈랩,설마 저번에 당하고도 또 당하는   흑우 주린이들있냐??내가 몇번을 말하냐주식은 빨간불에 팔고파란불에는 사는거라고니네들은 반대로 하니까 맨날 돈 잃는거다,124,0,0,33,1
7953,2023-02-06,마인즈랩,감사드립니다.  성투하세요,91,0,0,33,1
7954,2023-02-06,마인즈랩,일본 규모 1위 엄청난 행사입니다  https://jma-hcj.com/common/exhibitor/matching/   참가명단까지 나왔네요,157,1,1,33,1
7955,2023-02-06,마인즈랩,와이걸또  패대기를친다고?,113,0,0,33,1
7956,2023-02-06,마인즈랩,쓰레기  이종목 쓰레기다,107,1,0,33,1
7957,2023-02-06,마인즈랩,이거 누구 물려있었냐? 형님중에 누구 물려있었냐?  이거 ㅋㅋㅋㅋㅋㅋ,108,0,0,33,1
7958,2023-02-06,마인즈랩,@@@@@사지마 물린다@@@@@@@@@@@@@@@@@@  알바 판치는거 보니까물량넘길라고 쑈를하네,96,0,0,33,1
7959,2023-02-06,마인즈랩,야 이거 왜래 어지렵냐  팔아야돼나아니면 가지고가야하나,99,0,0,33,1
7960,2023-02-06,마인즈랩,일본에서 규모 1위 엄청난 행사입니다  https://jma-hcj.com/common/exhibitor/matching/   참가명단까지 나왔네요,141,0,0,33,1
7961,2023-02-06,마인즈랩,모 볼거있냐...존-나 달려라!  호재중에 호재다. 기술력 만큼은  코난 너 저리가.. 셀바스AI 너도 쩌-그 구석에가서 찌그러져 있어라!,107,0,0,33,1
7962,2023-02-06,마인즈랩,최소20% 가즈아  ㄱ,103,0,0,33,1
7963,2023-02-06,마인즈랩,사지마세요 ㅋㅋ 못뚫음  간보다가 물량 개미한테 물량 싸그리 넘기고있구만 ㅋㅋ,98,0,0,33,1
7964,2023-02-06,마인즈랩,오늘 대충마무리하고  내일 갭으로 쎄게 띄울듯?,114,0,0,33,1
7965,2023-02-06,마인즈랩,오늘~~~  25%본다,103,0,0,33,1
7966,2023-02-06,마인즈랩,털리지말라니깐  지금 안티 하는 넘들 백퍼 털린 넘들 ㅋㅋㅋ,107,0,0,33,1
7967,2023-02-06,마인즈랩,일본 뉴스 떳습니다 참가명단 나왔네요!  https://jma-hcj.com/common/exhibitor/matching/,179,1,0,33,1
7968,2023-02-06,마인즈랩,일부러 vi까지 올릴 때 팔지마시고   http://yuk.nu/2j6 마인즈랩 황급히 팔지 말라는 데엔 이유가 있다 했습니다. 뺄 타이밍은 따로 있다 말씀드렸으니 괜한 손절하지말고 대응책 알아가세요^^ i,151,8,0,33,1
7969,2023-02-06,마인즈랩,돔항챠 ㅋㅋㅋㅋㅋㅋ  ㅋㅋㅋㅋ,91,0,1,34,1
7970,2023-02-06,마인즈랩,일본뉴스 떳네요 HCJ2023 참가  https://jma-hcj.com/,128,0,0,34,1
7971,2023-02-06,마인즈랩,덕분에 시장분위기 사네  숨통트인다,112,1,0,34,1
7972,2023-02-06,마인즈랩,풉   일본에 소니가 있는데 궂이?,97,0,0,34,1
7973,2023-02-06,마인즈랩,올리고 패대기 올리고 패대기  올리고 패대기 올리고 패대기,86,0,0,34,1
7974,2023-02-06,마인즈랩,모지리들만 털린다  무빙봐라 무조건 상각이지 ㅋㅋ,109,1,2,34,1
7975,2023-02-06,마인즈랩,"올려놓고 패대기~~~   요즘 트랜드인가 보다~  개미들만 죽어나네,,,, 올려놓고 패대기,,,,  뉴스에 패대기~~~~ 살아남질 못하네,,,,",90,0,1,34,1
7976,2023-02-06,마인즈랩,이거 30맘원간다  신용풀매수 때렸닷 ㅅㅅㅅㅅㅅㅅ,114,1,0,34,1
7977,2023-02-06,마인즈랩,오늘상한가  내일상한가 지붕뚫고 하이킥,102,0,1,34,1
7978,2023-02-06,마인즈랩,단타1번...그리고 2프로대다시한번잡고..  진짜가네,109,0,0,34,1
7979,2023-02-06,마인즈랩,10만원 가즈아 ~  코난테크는 넘어야지,106,0,0,34,1
7980,2023-02-06,마인즈랩,이거 머냐? 이래놓고 또 하락가겟지? ㅋㅋ  ㅋㅋ,99,0,0,34,1
7981,2023-02-06,마인즈랩,-10%에서 살아돌아왔다  석가님 제발 상쳐주세요,116,1,1,34,1
7982,2023-02-06,마인즈랩,내렸다올렸다  와 진짜 개같네,87,0,0,34,1
7983,2023-02-06,마인즈랩,어떤호구가 10억 샀냐 ㅋㅋㅋㅋ 사람아니다 ㅋㅋㅋㅋ  화이팅,125,1,0,34,1
7984,2023-02-06,마인즈랩,상이냐 나락이냐  상이냐 나락이냐 도 아니면 모,96,0,0,34,1
7985,2023-02-06,마인즈랩,상간다  대장 등장 ,90,0,0,34,1
7986,2023-02-06,마인즈랩,무빙 지렸다  어질어질하네,92,0,0,34,1
7987,2023-02-06,마인즈랩,진짜 OOO이네   와,95,0,0,34,1
7988,2023-02-06,마인즈랩,또지랄  확그냥고마하라고,104,0,1,34,1
7989,2023-02-06,마인즈랩,"단기목표  45,000",109,0,1,35,1
7990,2023-02-06,마인즈랩,"지금 구간 매물대 너무 많아  오늘 자리는 매물 소화자리... 안팔고 있으면 알아서 올라가는데, 왜이렇게 호들갑들이냐... 단타로 할사람들은 나가고.어차피 엉덩이 무거우면 이기는 게임이야",117,0,0,35,1
7991,2023-02-06,마인즈랩,"[특징주]마인즈랩, 한국형 AI의 역습…일본 찍고 전세계 '한계 없는 확장'  file:///C:/KiwoomHero4/user/%23Qm4rYB88Fyc$/News.html",187,1,1,35,1
7992,2023-02-06,마인즈랩,올리고 털고 오늘 설거지네  올리고 털고 오늘 설거지네. 물량 받는 개미만 바보.,119,0,3,35,1
7993,2023-02-06,마인즈랩,아 뭐야  절반만 판다는게다 쳐팔아버렸네하 열받아,136,0,1,35,1
7994,2023-02-06,마인즈랩,캬 이걸 살려주네  감사합니다,204,0,0,35,1
7995,2023-02-06,마인즈랩,"[특징주]마인즈랩, 한국형 AI의 역습…일본 찍고 전세계 '한계 없는 확장'  https://www.asiae.co.kr/article/2023020614223670926",182,1,1,35,1
7996,2023-02-06,마인즈랩,얘는 가야지  쭉쭉,128,1,0,35,1
7997,2023-02-06,마인즈랩,쏜다  한번 쏘겠는데~~언능 타라~~~슝  간다,124,2,0,35,1
7998,2023-02-06,마인즈랩,삼만원   삼만원 가주세요팔고 싶어요,123,1,0,35,1
7999,2023-02-06,마인즈랩,너무   순식간에  지나간일~!무슨일이야?,143,3,0,35,1
8000,2023-02-06,마인즈랩,ㄱ쳐어 물린 사람들 많겠ㄴ ㅎ  완전 ㄱ 자압주 ㅋ,135,1,1,35,1
8001,2023-02-06,마인즈랩,물량 간수 잘하그라  털리지말아라 ,150,2,2,35,1
8002,2023-02-06,마인즈랩,쓰레기중에 쓰레기 주식인듯~  쓰레기중에 쓰레기 주식인듯~ㅉㅉㅉ,131,4,0,35,1
8003,2023-02-06,마인즈랩,참 주가가 다이내믹 하구나  바카라 저리가라네 ㅎㅎ,123,3,0,35,1
8004,2023-02-06,마인즈랩,솔트룩스로 세력이동했네요  이야..,120,0,1,35,1
8005,2023-02-06,마인즈랩,무빙 제대로네  들었다 놨다 단타들 죽어나가는 소리가 여기까지 들리네 지화자,111,1,1,35,1
8006,2023-02-06,마인즈랩,14:01 기사내고 14:02 부터 상승시킨뒤 5분후부터 다시 원위치 시킴  언론사 - MTN 기자이름 - 황국상  참고. 개미들은 기사보고 매수했을것이고 5분내 매도못했으면 바로 손절 또는 물림. 14:16 현재 다시 반등할것처럼 보여 바닥에서 잡는다고 여기서 매수하게 되면 안될듯. 계단식 하락 가능성 높아보임 아니면 개미털고 찐상승?   14:33 현재 개미털고 찐상승 <--- 이거였음,215,2,1,35,1
8007,2023-02-06,마인즈랩,멋지다  세력들 뉴스한방에 다 털어버리네 ,118,2,0,35,1
8008,2023-02-06,마인즈랩,무빙봐라  xxxxxxxxxxx,161,4,2,36,1
8009,2023-02-06,마인즈랩,Ai 관련주 이노룰스 대장주   여기서 손실난거메꿀수있습니다,151,1,2,36,1
8010,2023-02-06,마인즈랩,언제 또  똥침놨냐,119,2,0,36,1
8011,2023-02-06,마인즈랩,이야 수익이 확줄어들었네 완전개조루네  ㅡ.ㅡ,132,2,0,36,1
8012,2023-02-06,마인즈랩,승차감이  트렉터인데?,137,4,0,36,1
8013,2023-02-06,마인즈랩,AI 종목중  마인즈 요놈이 잴 쓰레기다,165,4,0,36,1
8014,2023-02-06,마인즈랩,돔항챠 떡낙이닷 ㄷㄷㄷㄷㄷㄷㄷㄷㄷ  돔항챠 떡낙이닷 ㄷㄷㄷㄷㄷㄷㄷㄷㄷ,121,2,1,36,1
8015,2023-02-06,마인즈랩,오잉  ㅋㅋㅋ  뉴스떴구나오늘   아침에 파란불이여서  신경안썼더니  ㅋㅋㅋ 놔두길잘했네,155,3,1,36,1
8016,2023-02-06,마인즈랩,상한가 가나  ?,113,0,0,36,1
8017,2023-02-06,마인즈랩,키오스크...  한다고 하는게 고작 이거냐,126,0,0,36,1
8018,2023-02-06,마인즈랩,상한가3연상  갑니다,126,2,0,36,1
8019,2023-02-06,마인즈랩,2차 시세  점화  마인즈가   2차 시세내려는  인공지능 선발주자인가?,125,0,0,36,1
8020,2023-02-06,마인즈랩,인생 조지고싶은애들만 사면 된다  성투,115,1,0,36,1
8021,2023-02-06,마인즈랩,"마인즈랩이 찐임, 코난 솔트 다 나가리  ㄱㄱ",141,4,0,36,1
8022,2023-02-06,마인즈랩,-2퍼에겨우잡음  힘들엇다,115,1,0,36,1
8023,2023-02-06,마인즈랩,만원에서 29000원 작전종료  튀라 탈출은 지능순 ㅋ,199,3,1,36,1
8024,2023-02-06,마인즈랩,■ 개소리야 뒤질래?  vmft****아직 세력 나간 흔적은 없으니 매물대 소화 및 개미털기 조정중이라 보는게 맞음.   어떻게될지 모른다고 세력 안 나가도  밑에까지 존나 뺄 수 있어 주식 하루이틀 쳐하면서 이상한 신념좀 갖지마라 절대라는건 없어 1월 31일 역대급거래량이 나간 흔적일 수도 있는거야. 아는 척좀 적당히해라 저게 매집이면 4만원은 넘겠지만은 나간거면 그냥 초상집 오픈이야,402,1,6,36,1
8025,2023-02-06,마인즈랩,■ 개소리야 뒤질래?  이 양반은 말 뽄새가 왜 그래요?,121,1,1,36,1
8026,2023-02-06,마인즈랩,오픈엣지  날아간다 머해유,164,0,1,36,1
8027,2023-02-06,마인즈랩,■ 최근 나온 거래량터짐이  전 고점 매물대를 먹는거면 47000원까지 가는거고 다 털어버린거면 걍 17000원까지 운지해야지 ,414,3,1,37,1
8028,2023-02-06,마인즈랩,텐베거인줄..알았는데...  흠..ㅈ 됐군..,277,2,0,37,1
8029,2023-02-06,마인즈랩,제발 털고나가세요~~  나가라!나가라! 다나가라!!!그래야간다? 끝도없이 오르는종목은 절대로없다. 개미들이반이상 떨어져나가야 또간다~~똑같이 같은종목 투자해도 손해보는놈이있고 이득보는놈이있다. 전에도말했지만 주식을샀는데초조하고 불안하면 도박을하는것이요?내리거나올라도 편안하면 투자를하는것이니라? 그럼결국 누가이길까?각자판단할지어다~~,352,1,1,37,1
8030,2023-02-06,마인즈랩,개  작살,150,0,0,37,1
8031,2023-02-06,마인즈랩,22&20k까지 조정  지금은 일보후퇴 전량 매도,292,3,0,37,1
8032,2023-02-06,마인즈랩,Ai테마 끝났다 ㅈ노답들아  뉴스에 맨날 나오고 이젠 아줌마들도 개나소나 ai주 산다는데찬티들 말대로 오를거같냐???,382,8,5,37,1
8033,2023-02-06,마인즈랩,형님 왜그래  내가멀그리잘못햇어 그만털고 가자고 5만원보고잇으니까,251,2,5,37,1
8034,2023-02-06,마인즈랩,망햇습니다  제길 ...어디까지빼실꺼야?,317,3,2,37,1
8035,2023-02-06,마인즈랩,결국 꼴등주는  좀 올라갈것 같으면 이미 많이 오른 대장주와 지수가 떨어져서 같이 떨어질 뿐이라고 내가 이 게시판에서 백만스물한번쯤 말해줬거늘... 주식을 종교로 하지말고 이성으로해라 주린이들아 ㅠㅠ,317,3,3,37,1
8036,2023-02-06,마인즈랩,야 밀어라 이참에 담궈보자  ㅂㅋㅋㅋ,300,4,3,37,1
8037,2023-02-06,마인즈랩,무지성 찬티들의 말로  뻔한거 아니냐 ㅋㅋㅋㅋ 돈은 언제 버냐 니들 진짜 ㅋㅋㅋㅋㅋ ,333,1,2,37,1
8038,2023-02-06,마인즈랩,"조정이 아닌 설거지  이건 조정이 아니라 야금야금 터는 거다. 일시적인 슈팅 피뢰침은 있을 수 있지만 27,5층 이상은 이제 힘들다고 본다.",442,5,5,37,1
8039,2023-02-06,마인즈랩,네이버놈들  개 사기 현재가격 엄청 안맞네 가격표시. 이거보고 주식했다간 조진다 야들아.증권사 차트 띄우고 하길,211,0,1,37,1
8040,2023-02-06,마인즈랩,코난 투경달고날아간다  넌 머하냐 상한가박아라,325,1,1,37,1
8041,2023-02-06,마인즈랩,네이버 호가 안맞네요.ㅠ.ㅠ  또 시작이네요.,162,0,1,37,1
8042,2023-02-06,마인즈랩,"챗GPT와 신사업 연결하라""… 특명 떨어진 기업들  https://n.news.naver.com/article/newspaper/009/0005083968?date=20230206 마인즈랩도 들어가있네요!",386,3,1,37,1
8043,2023-02-06,마인즈랩,"마인즈랩  마인즈랩 일본진출 시동, ‘maum.ai’기반 AI휴먼으로 일본 케이터링 박람회‘HCJ2023’ 참여https://m.betanews.net/article/1388304",325,1,0,37,1
8044,2023-02-06,마인즈랩,"구글, '챗GPT 라이벌' 앤스로픽에 5000억 투자  주말기사이제 AI는 시작",415,2,0,37,1
8045,2023-02-06,마인즈랩,마인즈랩 (예고)단기과열종목(3거래일 단일가매매) 지정예고  2일부터 10일 대부분 ai종목이  경고나 과열에 걸려서 상승을 못하고  횡보하고 있내요,524,1,0,37,1
8046,2023-02-06,마인즈랩,AI  https://v.daum.net/v/20230206030052248?x_imp=dG9yb3NfY3VzdG9tX3JlY2VudA==&x_hk=NTVmN2VmMTVjMWNmY2FjOWRm,669,1,1,38,1
8047,2023-02-05,마인즈랩,나 팔었다.  근데 여기 찐 주주님들 물타기 2000이다..물량 씨 말랐고..유증 한반 또 있을거다.다만 네이버 지분도 좋긴함데.그거에 따라소..10마넌도 넘고 그럴 순 있다.재 매입을 난 기더린다  18000원 한본 주면 안돼겠니?,558,4,3,38,0
8048,2023-02-05,마인즈랩,"미, 챗GPT AI ,,,급등  사운드하운드AI,,,, 44% 상승            C 3 AI ,,,,, 18% 상승       빅베어 AI ,,,,, 44% 상승",416,5,2,38,0
8049,2023-02-05,마인즈랩,상승추세  https://m.blog.naver.com/normal_k_/222988482291,605,4,2,38,0
8050,2023-02-05,마인즈랩,2만원까지 조정...?!  타종목 게시판 광고하러 다니는 종목은 다 그래...?!  폭락 챠트가  다 그래...?!,634,3,5,38,0
8051,2023-02-05,마인즈랩,기모띠 동생이다  다음주 기대된다 이상,620,9,3,38,0
8052,2023-02-05,마인즈랩,속보$$$구글 스타트업 챗봇 기업에 오천억 투자  구글 스타트업 챗봇 기업에 오천억 투자최대수혜 구글 관련주는 유엔젤!https://n.news.naver.com/article/055/0001033197?sid=104수주 안에 람다 써비스 테스트 실시$$$이슈가 매일 나오내요,1209,7,6,38,0
8053,2023-02-05,마인즈랩,"전자공시 한번 제대로 뜯어보지 않고 주식질,,,  저도 같은생각 입니다 그동안 이놈은 상장 이래 상한번 못갔어요 상.잔량에 고추가루 뿌릴까세력들이 못쳐올린것도 있을듯요 이제 맘놓고 슈팅할수도?   ",266,2,1,38,0
8054,2023-02-03,마인즈랩,물렸네  단디 물렸네요,541,6,3,39,-1
8055,2023-02-03,마인즈랩,Ai플랫폼 세계최초로 만든회사가 마인즈랩이다  마인즈랩은  세계최초 ai인공지능  플랫폼 상용화 현재 다양한 ai기술 서비스공급하고있다 곧 코난테크 뛰어넘는다,883,6,7,39,-1
8056,2023-02-03,마인즈랩,월요일  매수기회!  28000원을 돌파한다면  6만원까지  쉽게 상승한다. ,818,9,9,39,-1
8057,2023-02-03,마인즈랩,테마 끝났다고  백만번을 말해줘도 못알아듣는 모지리들아.. 이미 5~7배가 나왔는데 더 가겠니 응? 연동안돼있던 후발주는 모르겠지만 코난 똥꼬에 연동돼있는 마인즈랩 포함 1차 선발대는 이제 전멸이라는거여 소설쓰지말고 분석을 좀 해라 모지리들아 ㅋㅋㅋㅋ 그 모지리들 보는 맛에 오긴 한다만 ㅋㅋ,846,2,14,39,-1
8058,2023-02-03,마인즈랩,병~진  올라갈땐 조용하다 내려가면 와서 난리니?병 진 ㅎ,235,6,1,39,-1
8059,2023-02-03,마인즈랩,"ChatGPT에 관심있는 마인즈랩 주주님들!  먼저 마인즈랩 최근 급상승으로 수익나신점 진심으로 축하드려요^^ 2023년 1월 31일 신설 오픈한 [ChatGPT 스터디 카페] 소개해요! 제가 직접 운영하는 카페이고, ChatGPT관련 따끈따끈한 정보를 실시간으로 업로드 중입니다! 저의 카페에서 최신 AI 언어 기술을 함께 탐구하고 활용하며 일잘러, 재테크박사, 사업의신이 되어보아요! https://cafe.naver.com/chatgpters",495,1,4,39,-1
8060,2023-02-03,마인즈랩,야~~  ㄴㅁ,282,1,1,39,-1
8061,2023-02-03,마인즈랩,진짜 대박약사다  16000원에 들가서 어제 털고 나왔습니다~~  주식하면서 이런 수익 처음 내봤네요..등급업그레이드 ㄱㄱ,544,3,2,39,-1
8062,2023-02-03,마인즈랩,마랩이...  한번쯤은 대장할때 되지않았나?,407,2,1,39,-1
8063,2023-02-03,마인즈랩,난 손절했다 일단  로봇 AI주들 슬슬 긴장해야겠다오늘은 로봇 AI 전체적으로 종가갈수록 흘러내려서 최저점으로 마감,271,0,2,39,-1
8064,2023-02-03,마인즈랩,5일선 무너졌음  당분간 촉수 엄금~,434,0,2,39,-1
8065,2023-02-03,마인즈랩,"얘들아! 코난은 -9%대로 무너졌다.  이젠, 월욜부터 명실상부 대장이다.",707,6,4,39,-1
8066,2023-02-03,마인즈랩,"저 아래  24,000  함 찍고 오자 신용 털고,,,",438,2,2,39,-1
